-14428.135748650953,-12332.68055216482,122.0,-5777.9322686004325,477.21598978701877,0.0,-149.0,59.60000000000002,0.0,0.0
15252.839438784857,-24017.125135813312,122.0,15252.839438784857,-13781.472499623846,0.0,0.0,-417.1999999999998,0.0,0.0
23092.173902896895,-10177.051890129474,122.0,24905.76070202663,4205.7644739411535,0.0,-357.5999999999999,149.00000000000006,0.0,0.0
3794.959174695867,30339.663609438947,122.0,-5453.402559831227,30339.663609438947,0.0,119.19999999999999,0.0,0.0,0.0
-4521.494363278119,3360.4450431577156,122.0,4841.0718455698425,4011.1962093684033,0.0,357.59999999999985,-476.7999999999998,0.0,0.0
2466.193306744297,-18028.699354989723,122.0,-3071.3121690285343,-18028.699354989723,0.0,-238.40000000000003,0.0,0.0,0.0
-14435.54664668694,-14386.79096548447,122.0,-7316.27675661453,-18192.88487992331,0.0,-476.79999999999984,298.0,0.0,0.0
4627.005760857734,-1857.3230945473158,122.0,14807.148324234251,1146.6640021577432,0.0,-417.1999999999998,59.599999999999966,0.0,0.0
14217.323481214058,-4332.68214146753,122.0,4309.217926168732,-4332.68214146753,0.0,417.1999999999998,0.0,0.0,0.0
-17631.187043115286,-15152.135682323962,122.0,-15185.010361968383,-4881.589162794011,0.0,178.80000000000007,-417.1999999999998,0.0,0.0
6910.258354958939,-12693.089715701451,122.0,-2619.9285685058694,-6973.860876927225,0.0,-357.59999999999985,238.40000000000003,0.0,0.0
-3473.3757684714055,3306.755038152435,122.0,-16151.570679463914,12527.099496011526,0.0,59.60000000000009,-119.19999999999999,0.0,0.0
43739.47390845658,7624.160443308783,122.0,29297.195903696505,5963.37937734412,0.0,-149.00000000000006,357.5999999999999,0.0,0.0
36876.18745592504,2980.5968605288713,122.0,22494.107068136065,1165.0893065510163,0.0,-149.00000000000006,357.5999999999999,0.0,0.0
-487.41786553176166,-7532.612692120729,122.0,9406.820592687345,-7532.612692120728,0.0,-417.1999999999998,4.547473508864641e-13,0.0,0.0
-17227.701133415525,-5763.132328433875,122.0,-17227.701133415525,8431.259870029366,0.0,0.0,149.00000000000006,0.0,0.0
5245.041481252487,7575.931691396254,122.0,-1822.101274470635,3880.8879098123434,0.0,476.79999999999984,298.0,0.0,0.0
30669.542797063463,-23665.000743017576,122.0,16591.210001497606,-23665.000743017576,0.0,-149.00000000000006,0.0,0.0,0.0
4406.826015866007,7877.687384852055,122.0,-5459.905967601591,7877.6873848520545,0.0,417.1999999999998,1.3642420526593924e-12,0.0,0.0
19352.547981829477,-17013.32116353979,122.0,9410.241387606704,-17013.321163539793,0.0,417.1999999999998,-1.8189894035458565e-12,0.0,0.0
